target_class,id,smiles,source,assayed_any,n_assays,n_assayed_targets,assayed_targets,assay_rounds,label_pkd_mean,label_pkd_max,label_pkd_min,murcko_scaffold,scaffold_type,scaffold_library_count,scaffold_assayed_count,umap_x,umap_y,assay_plot_group
furin,Z5292438875,[NH3+]Cc1cn(-c2cccc(CNC(=O)N3CCC(c4c[nH]c[nH+]4)CC3)c2)nn1,Enamine,False,0,0,,,,,,O=C(NCc1cccc(-n2ccnn2)c1)N1CCC(c2c[nH]c[nH+]2)CC1,murcko,1,0,11.130313873291016,10.428839683532715,Unassayed
furin,Z2902642557,C[NH+](C)CCn1ncc(-c2nc(-c3cccc(C[NH+]4CCCCC4)c3)no2)c1-c1ccccc1,Enamine,False,0,0,,,,,,c1ccc(-c2[nH]ncc2-c2nc(-c3cccc(C[NH+]4CCCCC4)c3)no2)cc1,murcko,1,0,10.560235023498535,11.904685974121094,Unassayed
furin,Z97464814,CC[NH+](CC)c1ccc(-c2nnc(SCC(=O)N[C@H]3CC[N@@H+](CC)CC3)n2-c2ccccc2)cc1,Enamine,False,0,0,,,,,,O=C(CSc1nnc(-c2ccccc2)n1-c1ccccc1)NC1CC[NH2+]CC1,murcko,1,0,10.426156997680664,9.880430221557617,Unassayed
furin,Z8786581067,Cc1ccc(-c2cc(C(=O)NCCCOc3cc[nH+]cc3)c3cnn(C(C)C)c3n2)cc1,Enamine,False,0,0,,,,,,O=C(NCCCOc1cc[nH+]cc1)c1cc(-c2ccccc2)nc2[nH]ncc12,murcko,1,0,10.93032455444336,9.380775451660156,Unassayed
furin,Z4493819125,O=C(NC1CN(c2cc[nH+]cn2)C1)c1nn(-c2ccc(F)cc2)ccc1=O,Enamine,False,0,0,,,,,,O=C(NC1CN(c2cc[nH+]cn2)C1)c1nn(-c2ccccc2)ccc1=O,murcko,1,0,11.142313957214355,9.501312255859375,Unassayed
furin,Z9458177884,[NH3+][C@@H]1CCOc2ccc(-c3cccc4c3OCO4)cc21,Enamine,False,0,0,,,,,,c1cc2c(c(-c3ccc4c(c3)CCCO4)c1)OCO2,murcko,1,0,10.330883026123047,10.755916595458984,Unassayed
furin,Z2905395678,COc1cc(-c2ccc3c(c2)[C@H]([NH3+])CCO3)ccn1,Enamine,False,0,0,,,,,,c1cc(-c2ccc3c(c2)CCCO3)ccn1,murcko,1,0,10.331820487976074,10.784608840942383,Unassayed
furin,Z2242926241,C[C@@H]1C[C@H]([NH3+])CCN1C(=O)CCOc1ccccc1-c1ccccc1,Enamine,False,0,0,,,,,,O=C(CCOc1ccccc1-c1ccccc1)N1CCCCC1,murcko,1,0,10.235560417175293,7.059938907623291,Unassayed
furin,Z1352877997,[NH3+][C@@H]1CCOc2ccc(-c3ccccc3)cc21,Enamine,False,0,0,,,,,,c1ccc(-c2ccc3c(c2)CCCO3)cc1,murcko,3,0,10.347067832946777,10.820743560791016,Unassayed
furin,Z2998223793,Cc1cc(F)ccc1-c1ccc2c(c1)[C@H]([NH3+])CCO2,Enamine,False,0,0,,,,,,c1ccc(-c2ccc3c(c2)CCCO3)cc1,murcko,3,0,10.311277389526367,10.72104263305664,Unassayed
furin,Z5293266810,[NH3+][C@@H]1CCOc2ccc(-c3ccc(Cn4ccnc4)cc3)cc21,Enamine,False,0,0,,,,,,c1cn(Cc2ccc(-c3ccc4c(c3)CCCO4)cc2)cn1,murcko,1,0,10.472925186157227,10.675475120544434,Unassayed
furin,Z5189147455,COCc1cccc(-c2ccc3c(c2)[C@H]([NH3+])CCO3)c1,Enamine,False,0,0,,,,,,c1ccc(-c2ccc3c(c2)CCCO3)cc1,murcko,3,0,10.363604545593262,10.794198036193848,Unassayed
furin,Z9154287458,COc1ccc(-c2cccc(C3([NH3+])CC3)n2)cc1C,Enamine,False,0,0,,,,,,c1ccc(-c2cccc(C3CC3)n2)cc1,murcko,1,0,10.444061279296875,11.054159164428711,Unassayed
furin,Z9154287456,COc1ncc(-c2cccc(C3([NH3+])CC3)n2)cn1,Enamine,False,0,0,,,,,,c1cc(-c2cncnc2)nc(C2CC2)c1,murcko,1,0,10.595240592956543,11.105557441711426,Unassayed
furin,Z2607498954,[NH3+]C[C@H]1CC(C(=O)N2CCC(c3nccc(-c4cncnc4)n3)CC2)=NO1,Enamine,False,0,0,,,,,,O=C(C1=NOCC1)N1CCC(c2nccc(-c3cncnc3)n2)CC1,murcko,1,0,11.645939826965332,8.918961524963379,Unassayed
furin,Z8820658361,[NH3+][C@H]1CCc2c(-c3ccc4nncn4c3)cccc21,Enamine,False,0,0,,,,,,c1cc2c(c(-c3ccc4nncn4c3)c1)CCC2,murcko,1,0,10.221120834350586,10.844746589660645,Unassayed
furin,Z5510577410,[NH3+][C@H]1CCc2c(-c3ccn4nccc4c3)cccc21,Enamine,False,0,0,,,,,,c1cc2c(c(-c3ccn4nccc4c3)c1)CCC2,murcko,1,0,10.223641395568848,10.839849472045898,Unassayed
furin,Z9154287887,COc1ccc(C#N)cc1-c1cc(F)cc2c1CC[C@@H]2[NH3+],Enamine,False,0,0,,,,,,c1ccc(-c2cccc3c2CCC3)cc1,murcko,3,0,10.216307640075684,10.742269515991211,Unassayed
furin,Z5092179935,[NH3+][C@H]1CCc2c(-c3cc(O)ccc3OC(F)(F)F)cccc21,Enamine,False,0,0,,,,,,c1ccc(-c2cccc3c2CCC3)cc1,murcko,3,0,10.2129545211792,10.755268096923828,Unassayed
furin,Z2723017272,[NH3+][C@H]1CCc2c(-c3ccc(CO)cc3)cccc21,Enamine,False,0,0,,,,,,c1ccc(-c2cccc3c2CCC3)cc1,murcko,3,0,10.219047546386719,10.785240173339844,Unassayed
furin,Z9092833739,COc1cccnc1-c1cccc(C2([NH3+])CC2)c1,Enamine,False,0,0,,,,,,c1ccc(-c2cccc(C3CC3)c2)nc1,murcko,1,0,10.579767227172852,11.154365539550781,Unassayed
furin,Z9092833741,COc1cncc(-c2cccc(C3([NH3+])CC3)c2)c1,Enamine,False,0,0,,,,,,c1cncc(-c2cccc(C3CC3)c2)c1,murcko,1,0,10.641960144042969,11.231526374816895,Unassayed
furin,Z3301456180,COc1cc(-c2cc(-c3ccccn3)nc(-c3cccc[nH+]3)c2)ccc1O,Enamine,False,0,0,,,,,,c1ccc(-c2cc(-c3ccccn3)nc(-c3cccc[nH+]3)c2)cc1,murcko,2,0,10.023942947387695,10.15995979309082,Unassayed
furin,Z2756849135,Oc1ccc(-c2cc(-c3ccccn3)nc(-c3cccc[nH+]3)c2)cc1,Enamine,False,0,0,,,,,,c1ccc(-c2cc(-c3ccccn3)nc(-c3cccc[nH+]3)c2)cc1,murcko,2,0,11.688185691833496,12.044394493103027,Unassayed
furin,Z3888747310,[NH3+]Cc1ccc2c(c1)CC[C@@H]2NC(=O)c1ccc2[nH]cc(C3CC[NH2+]CC3)c2c1,Enamine,False,0,0,,,,,,O=C(N[C@H]1CCc2ccccc21)c1ccc2[nH]cc(C3CC[NH2+]CC3)c2c1,murcko,1,0,10.97071361541748,10.468255996704102,Unassayed
furin,Z4646966717,Cn1ncc2cc(-c3ccc(F)c(C[NH3+])c3F)cnc21,Enamine,False,0,0,,,,,,c1ccc(-c2cnc3[nH]ncc3c2)cc1,murcko,2,0,10.34793472290039,11.31106185913086,Unassayed
